stock_code,focus,detail,label,source,content_uri
067900,"같은 기간 영업이익은 260억7300만원으로 302억7800만원에서 13.89% 감소했다. 와이엔텍의 2025년 1월 1일부터 2025년 12월 31일까지 매출액은 1169억9600만원으로, 2024년 1월 1일부터 2024년 12월 31일까지 1137억6000만원 대비 2.84% 증가했다.","와이엔텍의 2025년 1월 1일부터 2025년 12월 31일까지 매출액은 1169억9600만원으로, 2024년 1월 1일부터 2024년 12월 31일까지 1137억6000만원 대비 2.84% 증가했다. 같은 기간 영업이익은 260억7300만원으로 302억7800만원에서 13.89% 감소했다. 2025년 당기순이익은 271억4400만원으로, 전년 313억1200만원 대비 13.31% 줄었다.",0,067900|와이엔텍,https://www.digitaltoday.co.kr/news/articleView.html?idxno=629034
067900,"2024년 기준 해상운송 매출은 636억원으로 환경(폐기물)부문 매출 301억원을 상회하지만, 매출총이익률은 환경부문이 약 41%로 해상운송(약 18%) 대비 두 배 이상 높았다. 2024년 기준 소각(중간처분)의 톤당 매출은 약 28만원으로, 매립(최종처분·약 12만원) 대비 두 배 이상 높다.","23일 업계와 금융감독원 전자공시시스템에 따르면 와이엔텍은 391억원을 투자해 신규 소각로를 건설한다. 투자기간은 2026년 3월부터 2028년 4월까지다. 현재 소각장 증설 관련 인허가가 대부분 마무리 단계에 들어섰고, 10월 착공을 목표로 절차를 진행 중인 것으로 전해졌다.",2,067900|와이엔텍,https://dealsite.co.kr/articles/155549
140070,"최원준 MX사업부 개발실장 겸 최고운영책임자(COO) 사장은 ""삼성전자는 2024년 최초의 AI폰을 선보인 이후, 더 많은 사용자가 AI의 경험을 일상에서 자연스럽게 누릴 수 있도록 기능을 지속적으로 개선하고 있다""고 말했다. 서플러스글로벌, SEMICON KOREA 2026서 세미마켓 사용자 급증… 3일간 800명 현장 가입 서플러스글로벌은 국내 최대 반도체 산업 전시회 ‘세미콘 코리아(SEMICON KOREA) 2026’","삼성전자, 강력한 디바이스 에이전트로 진화한 '빅스비(Bixby)' 베타 프로그램 운영 삼성전자는 지난 19일부터 한층 강력한 디바이스 에이전트로 진화한 '빅스비 (Bixby)' 베타 프로그램을 운영하고 있다고 20일 밝혔다. 강력해진 빅스비는 'One UI 8.5 베타 프로그램'에 참여중인 사용자의 갤럭시 S25 시리즈에 순차적으로 업데이트 된다. 삼성전자의 AI 음성비서 '빅스비'는 이번 베타 프로그램에서 자연어를 기반으로 더욱 직관적이고 손쉬운 디바이스 제어 기능을 지원한다.",1,140070|서플러스글로벌,https://www.asiatime.co.kr/article/20260220500267
140070,"서플러스글로벌(SurplusGLOBAL)은 지난 25일부터 27일까지 중국 상하이 신국제엑스포센터(SNIEC)에서 열리는 'SEMICON China 2026'에 참가해, 글로벌 반도체 장비·부품 유통 플랫폼 'SemiMarket'을 중심으로 데이터 기반 거래 모델과 온라인 입찰(Auction) 서비스를 선보인다고 26일 밝혔다. 'SEMICON China 2026'은 3월 25~27일 SNIEC에서 개최되며, 서플러스글로벌 공","서플러스글로벌(SurplusGLOBAL)은 지난 25일부터 27일까지 중국 상하이 신국제엑스포센터(SNIEC)에서 열리는 'SEMICON China 2026'에 참가해, 글로벌 반도체 장비·부품 유통 플랫폼 'SemiMarket'을 중심으로 데이터 기반 거래 모델과 온라인 입찰(Auction) 서비스를 선보인다고 26일 밝혔다. 'SEMICON China 2026'은 3월 25~27일 SNIEC에서 개최되며, 서플러스글로벌 공식 안내 기준 전시 위치는 홀6 부스번호 5151이다.",2,140070|서플러스글로벌,https://www.etnews.com/20260326000062
140070,서플러스글로벌(SurplusGLOBAL)이 오는 27일까지 중국 상하이 신국제엑스포센터(SNIEC)에서 열리는 'SEMICON China 2026'에 참가해 글로벌 반도체 장비·부품 유통 플랫폼 'SemiMarket'의 온라인 입찰 서비스를 본격 소개한다고 25일 밝혔다. 현재 베타 버전으로 운영 중인 SemiMarket은 2000대의 장비와 12만점의 중고 반도체 장비 부품 정보를 기반으로 글로벌 수요자와 공급자를 연결하고,서플러스글로벌(SurplusGLOBAL)이 오는 27일까지 중국 상하이 신국제엑스포센터(SNIEC)에서 열리는 'SEMICON China 2026'에 참가해 글로벌 반도체 장비·부품 유통 플랫폼 'SemiMarket'의 온라인 입찰 서비스를 본격 소개한다고 25일 밝혔다. 전시 핵심은 SemiMarket의 첫 온라인 입찰이다. 세계적인 OSAT 기업이 보유한 중고 후공정 장비 227대를 대상으로 25일 입찰을 시작해 4월 9일 마감한다.,1,140070|서플러스글로벌,https://www.econovill.com/news/articleView.html?idxno=734819
140070,"서플러스글로벌이 국내 최대 반도체 산업 전시회 ‘세미콘 코리아(SEMICON KOREA) 2026’ 참가를 계기로 자사 B2B 플랫폼 ‘세미마켓’의 사용자 기반을 대폭 확대했다고 20일 밝혔다. 사 측은 실제 장비·부품 실수요자 유입이 늘어나고 있다며, 연내 플랫폼 트래픽을 단계적으로 확대해 일평균 2만 명 수준까지 성장시키는 것을 목표로 하고 있다고 밝혔다.",서플러스글로벌이 국내 최대 반도체 산업 전시회 ‘세미콘 코리아(SEMICON KOREA) 2026’ 참가를 계기로 자사 B2B 플랫폼 ‘세미마켓’의 사용자 기반을 대폭 확대했다고 20일 밝혔다. 지난 11일부터 13일까지 서울 코엑스에서 열린 ‘세미콘 코리아 2026’에서 약 3000명의 업계 관계자가 서플러스글로벌 부스를 찾았으며 이 중 800명 이상이 현장에서 세미마켓 회원으로 가입했다. 단기간 내 이뤄진 대규모 사용자 유입은 레거시(성숙공정) 장비·부품 거래의 디지털 전환 수요가 확대되고 있음을 보여주는 지표로 해석된다.,2,140070|서플러스글로벌,https://www.econovill.com/news/articleView.html?idxno=730360
321370,"스페이스X 관련주가 상승세다.8일 오전 10시 39분 기준 스피어는 7.90%(3200원) 상승한 4만 3700원에, 미래에셋벤처투자는 10.13%(2700원) 상승한 2만 9350원에, 센서뷰는 6.05%(167원) 상승한 2927원에, 아주IB투자는 4.23%(365원) 상승한 8995원에 거래되고 있다.우주 탐사 기업 스페이스X가 오는 6월 말 상장을 추진하고 있는 가운데 본격적인 IPO 절차에 들어갔다.금융투자업계에 따","스페이스X 관련주가 상승세다.8일 오전 10시 39분 기준 스피어는 7.90%(3200원) 상승한 4만 3700원에, 미래에셋벤처투자는 10.13%(2700원) 상승한 2만 9350원에, 센서뷰는 6.05%(167원) 상승한 2927원에, 아주IB투자는 4.23%(365원) 상승한 8995원에 거래되고 있다.우주 탐사 기업 스페이스X가 오는 6월 말 상장을 추진하고 있는 가운데 본격적인 IPO 절차에 들어갔다.금융투자업계에 따르면 스페이스X 기업공개(IPO) 주관사는 모간스탠리, 골드만삭스, 시티그룹 등으로 확인됐다.공모 규모는 7",1,321370|센서뷰,https://www.gukjenews.com/news/articleView.html?idxno=3551937
321370,"정지일시는 2026년 4월 9일이며, 만료일시는 신주권 변경상장일 전일까지로 안내됐다. 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조에 따른 조치다.","이번 거래정지는 센서뷰 보통주를 대상으로 한다. 정지 사유는 주식의 병합, 분할 등 전자등록 변경, 말소다. 정지일시는 2026년 4월 9일이며, 만료일시는 신주권 변경상장일 전일까지로 안내됐다. 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조에 따른 조치다. 기타 사항으로는 자본감소가 사유로 기재됐다. 종목 시세 정보에 따르면 센서뷰의 주가는 4월 6일 16시 10분 기준 3060원이며, 전일 대비 170원(-5.26%) 하락했다. 센서뷰는 2023년 7월 19일 코스닥시장에 상장된 전자부품 제조업체다. 주권매매거래정지(주식의병합,분할등전자등록변경,말소)",0,321370|센서뷰,https://www.digitaltoday.co.kr/news/articleView.html?idxno=654044
321370,"정지의 근거는 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조로, 자본감소가 기타 사유에 해당한다고 설명했다. 한편, 이번 정지로 인해 투자자들은 거래 재개 전까지 주식 매매가 제한되므로, 신주권 변경상장 일정을 지속적으로 확인할 필요가 있다.","한국거래소 공시에 따르면 주권매매거래정지 대상은 주식회사 센서뷰 보통주이며, 정지일시는 2026-04-09부터 신주권 변경상장일 전일까지다. 정지의 근거는 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조로, 자본감소가 기타 사유에 해당한다고 설명했다. 한편, 이번 정지로 인해 투자자들은 거래 재개 전까지 주식 매매가 제한되므로, 신주권 변경상장 일정을 지속적으로 확인할 필요가 있다. 정지기간 이후에는 정상적으로 거래가 재개될 예정이다.",0,321370|센서뷰,https://www.topstarnews.net/news/articleView.html?idxno=16026980
321370,"NASA의 ‘아르테미스(Artemis)’ 달 탐사 프로젝트에 핵심 발사체 공급자로 참여하고 있는 만큼, 스페이스X는 향후 인류의 유인 우주 이주 로드맵의 중심에서 계속해서 존재감을 발휘할 전망이다. 2026년에는 1만 개 수준으로 확대될 전망이다.","1일 한국거래소에 따르면 센서뷰, 아주IB투자, 스피어, 미래에셋증권, 미래에셋벤처투자는 상승했다. 센서뷰와 아주IB투자는 전 거래일 대비 각각 515원, 1250원 오른 3655원과 9370원에 거래를 마쳤다. 센서뷰와 아주IB투자의 주가 상승률은 각각 16.40%, 15.39%다.",1,321370|센서뷰,http://www.finomy.com/news/articleView.html?idxno=252484
321370,"한화시스템은 IT 서비스와 군수장비 생산 및 판매를 주요 사업으로 하고 있으며, 최근 매출액은 2조8036억8605만원이다. 계약 기간은 2026년 3월 30일부터 2029년 2월 14일까지로 설정됐다.","계약 기간은 2026년 3월 30일부터 2029년 2월 14일까지로 설정됐다. 계약금 및 선급금은 현금으로 지급되며, 구매확인서 마감 후 10일, 20일, 31일에 대금이 지급될 예정이다. 지체상금률은 0.075%로 명시됐다. 한화시스템은 IT 서비스와 군수장비 생산 및 판매를 주요 사업으로 하고 있으며, 최근 매출액은 2조8036억8605만원이다. 센서뷰는 자체 생산과 외주 생산 방식을 모두 활용해 계약을 이행할 예정이다. 센서뷰는 2023년 7월 19일 코스닥 시장에 상장된 전자부품 제조업체다.",1,321370|센서뷰,https://www.digitaltoday.co.kr/news/articleView.html?idxno=650230
177350,"5) 본건은 지난 2025년 한 해의 성과에 대한 보상과 향후 회사의 지속 성장을 견인할 임직원에 대한 동기부여 목적이며, 당사가 보유중인 자기주식을 주식 계좌에 무상출연하는 건입니다.6) 1일 매도 주문수량 한도는 증권시장을 통한 장내 매도가 아니므로 해당사항 없습니다.7) 2026년 3월 6일 시행된 개정 상법에 따라, 자기주식 처분에 관한 최종 승인 권한이 주주총회로 변경되었습니다. 이번 처분은 2025년 한 해 동안의","처분 대상 주식의 가격은 1093원으로, 임직원 50명을 대상으로 주식을 이체할 예정이다. 이번 처분은 2025년 한 해 동안의 성과에 대한 보상 및 동기부여를 목적으로 하며, 처분 결정일은 2026년 3월 16일이다. 베셀의 발행주식총수는 1965만3767주로, 이번 처분으로 인한 주식가치 희석효과는 미미할 것으로 보인다.",1,177350|베셀,https://www.digitaltoday.co.kr/news/articleView.html?idxno=641746
177350,"3일 OLED 테마 지수는 전 거래일 대비 1.11% 상승하며 디스플레이 업황 회복에 대한 기대감을 반영 중이다. 이어 ""전기차 시장 내 시인성 높은 디스플레이 수요가 늘고 있어 자동차 전장용 OLED 부품주들에 대한 재평가도 기대된다""라고 덧붙였다.","글로벌 IT 기기들의 디스플레이 교체 주기가 도래하고 스마트폰에 이어 태블릿, 노트북 등 IT 기기 전반으로 OLED(유기발광다이오드) 채택이 확산되면서 관련 주가가 강한 반등을 시도하고 있다. 3일 OLED 테마 지수는 전 거래일 대비 1.11% 상승하며 디스플레이 업황 회복에 대한 기대감을 반영 중이다. 애플의 아이폰 시리즈와 아이패드 라인업의 OLED 전환 가속화가 국내 부품·장비사들의 실적 개선으로 이어질 것이라는 관측이 지배적이다.",1,177350|베셀,https://www.pinpointnews.co.kr/news/articleView.html?idxno=442557
177350,"잉크젯 프린팅 공정 솔루션 전문 엔젯은 8.23% 오른 5130원을 기록하고 있으며, 디스플레이 핵심 부품 제조사인 이노테크는 8.17% 상승한 1만 9060원에 거래되고 있다. 글로벌 LED 전문 기업 서울반도체는 자동차 및 가전용 수요 증가에 힘입어 7.84% 상승한 9350원을 기록 중이다.","글로벌 IT 기기의 OLED 탑재 비중이 급격히 늘어나고 차세대 디스플레이인 마이크로 LED 시장이 개화하면서 국내 디스플레이장비 및 부품 업종이 강력한 동반 상승세를 나타내고 있다. 스마트폰을 넘어 태블릿, 노트북, 전장용 디스플레이로의 적용 범위 확대가 국내 소부장 기업들의 신규 수주로 이어지며 업종 전반의 투자 심리를 자극하는 모습이다. 가장 눈에 띄는 탄력을 보이는 종목은 럭스피아다.",1,177350|베셀,https://www.pinpointnews.co.kr/news/articleView.html?idxno=441815
177350,차세대 배터리 소재 전문기업 솔루스첨단소재가 꿈의 배터리로 불리는 전고체 배터리용 핵심 소재 개발을 완료하고 시장 선점에 나섰다. 솔루스첨단소재는 전고체 배터리의 핵심 부품인 차세대 집전체 개발을 마치고 본격적인 양산 준비에 들어갔다.,"글로벌 디스플레이 시장의 중심축이 LCD에서 OLED(유기발광다이오드)로 빠르게 이동하면서 25일 관련 테마주들이 주식시장에서 강력한 반등 모멘텀을 형성하고 있다. 애플이 아이패드에 이어 맥북 시리즈까지 OLED 탑재를 확대하기로 결정하면서, 국내 장비 및 소재 기업들의 실적 개선 기대감이 투심을 자극하는 현재 상황이다. 차량용 디스플레이 시장에서도 OLED 채택률이 가파르게 상승하며 새로운 먹거리로 급부상하고 있다.",1,177350|베셀,https://www.pinpointnews.co.kr/news/articleView.html?idxno=439889
177350,"케이휴머스가 최대주주 변경 수반 주식 담보제공 계약 체결(채무금액:60억원, 담보설정금액:60억원). 최○○이 주주총회 개최금지 가처분신청 소송 취하 ▶디앤디플랫폼리츠, 투자 목적으로 세미콜론수송위탁관리부동산투자회사 주식 4,100,000주를 205억원에 추가로 취득하기로 결정(취득후지분율:17.14%, 취득예정일:2026-03-30) ▶캐리, 공시변경으로 불성실공시법인 지정예고(결정시한:2026-04-15).","▶EDGC, 83.33% 비율의 감자 결정(기준일:2026-03-20, 상장예정:2026-04-27). 기타자금 확보 목적으로 해밀리 등 대상 165,000,000주(165억원) 규모 제3자배정 유상증자 결정(발행가:100원, 상장예정:2026-04-28). 블루닷마이다스글로벌사모투자(합) 등 대상 224,797,110주 규모 제3자배정 유상증자 결정(발행가:100원, 상장예정:2026-04-27) ▶대한조선, 아프리카 지역 선주와 1,338억원(최근 매출액대비 12.44%) 규모 공급계약(원유운반선(157,000 DWT) 1척) 체결(계약기간:2026-03-20~2",1,177350|베셀,https://www.catchnews.kr/news/articleView.html?idxno=121897
003555,"한국거래소에 따르면 에너빌리티와 로보틱스 등 핵심 자회사들의 수주 모멘텀이 부각되며 7.80% 상승한 110만 6,000원에 거래 중이다. AI 가속기에 필수적인 하이엔드 동박적층판(CCL)을 엔비디아 등 글로벌 빅테크에 공급 반도체 소재 시장의 게임 체인저로 부상했다.","정부의 기업 가치 제고(밸류업) 프로그램이 구체화되면서 국내 복합기업 업종이 1일 강력한 상승 동력을 얻고 있다. 주요 지주사들은 자회사들의 실적 호조를 바탕으로 현금 흐름이 개선되고 있으며, 이를 토대로 한 자사주 매입 및 소각 등 적극적인 주주환원 정책이 투자자들의 시선을 끌고 있다. 에너지, 반도체, 바이오 등 핵심 사업군을 보유한 그룹주를 중심으로 기관과 외국인의 동반 매수세가 유입되는 양상이다.",1,003555|LG우,https://www.pinpointnews.co.kr/news/articleView.html?idxno=441767
003555,"반도체 및 ICT 투자 전문 지주사인 SK스퀘어 역시 자회사인 SK하이닉스의 성장에 따른 배당 확대 기대감에 7.34% 오른 57만원을 기록하며 강세를 보였다. 증권업계 전문가는 ""복합기업은 자회사의 실적뿐만 아니라 그룹 전체의 거버넌스 개선 여부가 주가에 큰 영향을 미친다""며 ""정부의 기업 밸류업 프로그램에 적극적으로 화답하는 그룹주를 중심으로 매수세가 집중되고 있다""고 설명했다.",국내 증시에서 지주사와 상사 등 다양한 사업군을 거느린 복합기업 업종이 전일 대비 2.54% 상승하며 장을 마쳤다. 주요 대기업 그룹주를 중심으로 자회사 가치 재평가와 지배구조 개편에 대한 기대감이 유입된 것이 업종 전체의 온기를 불어넣었다. 인공지능(AI)과 신사업 비중을 높이고 있는 그룹사들이 시장의 선택을 받았다.,1,003555|LG우,https://www.pinpointnews.co.kr/news/articleView.html?idxno=424036
003555,"전방 산업인 디스플레이와 배터리 시장의 회복세가 화학 소재 기업들의 실적 개선으로 이어질 것이라는 분석이 주가를 끌어올린 원동력이었다. 사업 다각화에 성공한 DL과 농약 및 비료 소재의 인바이오, 합성고무 부문의 수익성이 견조한 금호석유화학과 금호석유화학우가 상승 마감했다.",지나친 공급 과잉으로 침체를 겪던 국내 화학 업계에 훈풍이 불고 있다. 화학 테마는 7일 중국의 경기 부양책에 따른 수요 회복 기대감과 고부가가치 스페셜티 제품군을 보유한 기업들을 중심으로 매수세가 유입되며 상승 마감했다. 이차전지 소재와 연결된 화학 기업들이 테마 전체의 탄력을 주도하는 양상을 보였다.,1,003555|LG우,https://www.pinpointnews.co.kr/news/articleView.html?idxno=443585
003555,"지구온난화의 주범인 온실가스를 산화시키는 신기술 개발에 박차를 가하는 한편, 최근 급격히 늘어난 북미 AI 데이터센터의 비상용 발전기 시장을 정조준하고 있다. 산업용 자재 및 화학 섬유 강자 코오롱인더는 14.52% 상승한 8만 3600원을 기록하고 있으며, 반도체 및 이차전지 소재 전문 한솔케미칼은 12.08% 상승한 28만 3000원에 거래되고 있다.","글로벌 경기 회복에 따른 전방 산업의 가동률 상승과 이차전지용 첨단 소재 수요가 맞물리며 국내 화학 업종이 1일 강력한 랠리를 펼치고 있다. 전통적인 기초 유화 제품에서 벗어나 반도체용 특수가스, 이차전지 전구체, 고기능성 나노 소재 등 스페셜티 포트폴리오를 보유한 기업들을 중심으로 투자 심리가 급격히 개선되는 양상이다. 원자재 가격 안정세와 환율 효과가 수출 주도형 화학사들의 마진 개선으로 이어지며 업종 전반에 훈풍이 불고 있다.",1,003555|LG우,https://www.pinpointnews.co.kr/news/articleView.html?idxno=441876
003555,"B2B 매출 비중 확대가 이익의 변동성을 낮추며 주가 우상향을 뒷받침하고 있다. 이어 ""전장 사업의 구조적 성장과 함께 AI 가전의 교체 주기가 도래함에 따라 관련 부품 및 완제품 기업들의 실적 우상향 기조가 지속될 전망이다""라고 덧붙였다.","글로벌 경기 회복세와 더불어 인공지능(AI)을 접목한 프리미엄 가전 수요가 늘어나면서 국내 전자제품 업종이 1일 강력한 상승 흐름을 나타내고 있다. 기존 가전 판매 방식에서 벗어나 구독 서비스라는 새로운 비즈니스 모델이 실적을 견인하고 있으며, 전장(자동차 전기·전자 장치) 부품 사업의 수익성이 본궤도에 오르면서 업종 전반의 밸류에이션이 재평가받는 양상이다. 가장 독보적인 상승세를 보이는 종목은 LG전자다.",1,003555|LG우,https://www.pinpointnews.co.kr/news/articleView.html?idxno=441805
023760,"""임기 내 1000억원의 순익을 달성하겠다."" 정상철 한국캐피탈 대표가 부임 첫날 임직원들과의 상견례 자리에서 내건 목표였다. 당시 내부에서는 놀란 기색이 역력했던 것으로 전해진다. 이전의 실적 궤적을 비추어 볼 때...","""임기 내 1000억원의 순익을 달성하겠다."" 정상철 한국캐피탈 대표가 부임 첫날 임직원들과의 상견례 자리에서 내건 목표였다. 당시 내부에서는 놀란 기색이 역력했던 것으로 전해진다. 이전의 실적 궤적을 비추어 볼 때...",1,023760|한국캐피탈,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202603310811284740108729
